Analysis group,Analysis number,Analysis name,Subgroup,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
1,5,Clinical worsening: need for invasive mechanical ventilation or death at up to day 28,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,1568,5493,0.0,0.0,1568,5448,0.0,0.0,59.080393,0.991808,0.93487,1.052213,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized. </p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
1,6,Clinical improvement: participants discharged from hospital,Individuals with moderate disease,SUBGROUP_AND_OVERALL,Simonovich 2020,2020,0.0,0.0,0.0,0.0,171,228,0.0,0.0,80,105,0.0,0.0,3.500273,0.984375,0.863881,1.121676,,Low risk,<p>Participants were randomised through a randomization program (REDCap) in a 2:1 ratio to receive either convalescent plasma or a placebo. The allocation sequence was random and concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received and the analysis was appropriate.</p>,Low risk,"<p>From the 334 participants randomized data was available for 228 participants in the convalescent plasma group and 105 participants in the placebo group. The data of one participant in control group was missing, due to withdrawal of consent after randomisation and therefore the participant was excluded from the analysis.</p>",Low risk,<p>The outcome was appropriately measured and it is unlikely that the measurement differed between intervention groups. The outcome assessors were probably not aware of the intervention received. </p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
1,6,Clinical improvement: participants discharged from hospital,Individuals with severe disease,SUBGROUP_AND_OVERALL,Li 2020,2020,0.0,0.0,0.0,0.0,26,51,0.0,0.0,18,50,0.0,0.0,0.285518,1.416122,0.896502,2.236918,,Low risk,<p>Participants were block randomized via computer-generated random numbering in a 1:1 ratio to receive standard treatment coupled with convalescent plasma transfusion or standard treatment alone and the allocation sequence was concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,,Low risk,,Low risk,,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
1,6,Clinical improvement: participants discharged from hospital,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Devos 2021,2021,0.0,0.0,0.0,0.0,257,320,0.0,0.0,130,163,0.0,0.0,6.686283,1.006995,0.916217,1.106768,,Low risk,"<p>Patients were randomised through a computerised system (RedCap®, Vanderbilt University, USA, Version 10.6.13) according to a 2:1 allocation scheme stratified by study site using randomly selected block sizes of 6 or 9, to open-label convalescent plasma combined with standard of care (intervention group) or standard of care alone (control group).</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,"<p>The data that produced this result was in accordance with the predefined outcomes stated in the trial protocol: &quot;Duration of hospital and ICU stay: both parameters will be analysed as time-to-event parameters with competing risk, whereby the event of interest is discharge from hospital/ICU and the competing risk is hospital/ICU death&quot;.</p>",Low risk,<p>-</p>
1,6,Clinical improvement: participants discharged from hospital,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Gharbharan 2021,2021,0.0,0.0,0.0,0.0,31,43,0.0,0.0,28,43,0.0,0.0,0.723873,1.107143,0.83082,1.475368,,Low risk,<p>Participants were randomized via a web-based system in a 1:1 ratio to the current standard of care at each hospital with or without the addition of convalescent plasma. There are no baseline differences that would suggest a problem with randomisation.</p>,Some concerns,"<p>Both participants and those delivering the intervention were aware of intervention received, but there was no information on deviations from intended intervention, as insufficient information was provided on whether treatments were balanced across arms. The analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all 86 participants randomized.</p>,Low risk,"<p>The outcome assessors aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement or that the measurement differed between intervention groups.</p>",Some concerns,<p>The data that produced this result was not a pre-specified outcome from the registry. </p>,Some concerns,<p>-</p>
1,6,Clinical improvement: participants discharged from hospital,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Horby 2021b,2021,0.0,0.0,0.0,0.0,3832,5795,0.0,0.0,3822,5763,0.0,0.0,88.006019,0.99708,0.971451,1.023385,,Low risk,"<p>Participants were randomized through web-based simple randomization with allocation concealment in a 1:1:1 ratio to a platform trial in a factorial design, receiving either convalescent plasma in addition to the standard therapy or standard of care alone. There are no baseline differences that would suggest a problem with randomisation.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized in this subgroup.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were probably not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
1,6,Clinical improvement: participants discharged from hospital,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Sekine 2021,2021,0.0,0.0,0.0,0.0,44,80,0.0,0.0,46,80,0.0,0.0,0.798033,0.956522,0.727668,1.25735,,Low risk,<p>Patients were randomly assigned in a 1:1 ratio to receive two infusions 48 h apart of 300mL of CP plus Standard of Care (SOC) or SOC alone. Randomisation was performed using computer-generated randomisation with random block sizes of 2 or 4 and stratified according to the unit of hospitalisation on enrolment.</p>,Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Low risk,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, but it is unlikely that knowledge of intervention received could have affected outcome measurement.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Low risk,<p>-</p>
1,7,"Quality of life, assessed with standardised scales at day 28",,SUBGROUP_AND_OVERALL,Devos 2021,2021,0.0,0.0,73.0,16.0,0,320,72.0,17.0,0,163,0.0,0.0,100.0,1.0,-2.143898,4.143898,,Low risk,"<p>Patients were randomised through a computerised system (RedCap®, Vanderbilt University, USA, Version 10.6.13) according to a 2:1 allocation scheme stratified by study site using randomly selected block sizes of 6 or 9, to open-label convalescent plasma combined with standard of care (intervention group) or standard of care alone (control group).</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Some concerns,"<p>The measurement of the outcome was appropriate, assessed with the EX-5D-5L-questionnaire and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, so the assessment could have been influenced by knowledge of intervention received, but it is unlikely.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Some concerns,<p>Due to bias of measurement outcome</p>
1,8,Any grade adverse events,,SUBGROUP_AND_OVERALL,Holm 2021,2021,0.0,0.0,0.0,0.0,1,17,0.0,0.0,0,14,0.0,0.0,0.110859,2.5,0.109689,56.979468,,Low risk,"<p>Patients eligible for inclusion were enrolled and randomized by a study physician (KH, OL, CW, JO, MR), 1:1 using the electronic software REDCap to either receive SOC or SOC with 200–250 mL of CCP administered intravenously during 30 min on three consecutive days. Blocks of ten patients were used for randomization. </p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized</p>,Some concerns,"<p>The safety outcome was not predefined in the trial registry, but the text says: &quot;Patients were monitored once daily for adverse events, blood pressure, oxygen saturation, heart and respiratory rates and temperature. An adverse event was any adverse symptom or clinical sign that was not considered as an obvious symptom of COVID-19&quot;</p>",Some concerns,<p>The outcome was not pre-defined in the clinical trial registry and there is no protocol available. </p>,Some concerns,<p>-</p>
1,8,Any grade adverse events,,SUBGROUP_AND_OVERALL,Kirenga 2021,2021,0.0,0.0,0.0,0.0,15,69,0.0,0.0,14,67,0.0,0.0,2.595529,1.040373,0.54523,1.985171,,Low risk,"<p>Randomisation was performed using permuted block randomisation with varying block sizes ranging from 4 to 8. Generation of randomisation numbers was done by the study biostatistician, who did not have contact with participants. The biostatistician printed individual randomisation numbers with their corresponding treatment assignment and placed each number in an opaque envelope. </p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.<br/> </p>",Some concerns,<p>It is not clearly indicated whethere all the participants were included in the analysis.</p>,Some concerns,"<p>There is not enough information whether the measurement of the outcome was appropriate. This is an open label trial and the outcome assessors were aware of the intervention allocation, so the assessment of the outcome could have been influenced by knowledge of intervention received, but it is unlikely. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial registry.</p>,Some concerns,<p>-</p>
1,8,Any grade adverse events,,SUBGROUP_AND_OVERALL,Koerper 2021,2021,0.0,0.0,0.0,0.0,42,53,0.0,0.0,43,52,0.0,0.0,31.458217,0.958315,0.795987,1.153747,,Low risk,"<p>Patients were randomized using a Web-based system with a stratified 1:1 allocation ratio between each stratum (Figure 1). Patients were stratified prior to permutated block randomization by presence or absence of ventilation support, ECMO, or ICU treatment.</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Some concerns,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, so the assessment of the outcome could have been influenced by knowledge of intervention received, but it is unlikely. </p>",Low risk,<p>The outcome is predefined in the trial registry. </p>,Some concerns,<p>-</p>
1,8,Any grade adverse events,,SUBGROUP_AND_OVERALL,Ortigoza 2022,2022,0.0,0.0,0.0,0.0,44,468,0.0,0.0,39,473,0.0,0.0,6.39373,1.140259,0.755468,1.72104,,Low risk,<p>A centralized electronic system was used to randomly assign enrolled patients to receive CCP or placebo in a 1:1 ratio stratified by enrollment site and risk status using randomization block sizes of 4 and 6 to maintain balanced group sizes. Allocation was concealed. </p>,Low risk,"<p>Patients, treating clinicians, trial personnel, and outcome assessors were blinded to group assignment and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for all participants randomized.</p>,Low risk,<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were not aware of the intervention received.</p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,<p>-</p>
1,8,Any grade adverse events,,SUBGROUP_AND_OVERALL,Sekine 2021,2021,0.0,0.0,0.0,0.0,52,79,0.0,0.0,48,81,0.0,0.0,18.729812,1.110759,0.873294,1.412796,,Low risk,<p>Patients were randomly assigned in a 1:1 ratio to receive two infusions 48 h apart of 300mL of CP plus Standard of Care (SOC) or SOC alone. Randomisation was performed using computer-generated randomisation with random block sizes of 2 or 4 and stratified according to the unit of hospitalisation on enrolment.</p>,Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for nearly all participants randomized</p>,Some concerns,"<p>There is no information on whether the outcome measure was appropriate, but it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, so the assessment of the outcome could have been influenced by knowledge of intervention received, but it is unlikely. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Some concerns,<p>-</p>
1,8,Any grade adverse events,,SUBGROUP_AND_OVERALL,Simonovich 2020,2020,0.0,0.0,0.0,0.0,153,228,0.0,0.0,66,105,0.0,0.0,36.267155,1.067584,0.898118,1.269026,,Low risk,<p>Participants were randomised through a randomization program (REDCap) in a 2:1 ratio to receive either convalescent plasma or a placebo. The allocation sequence was random and concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,"<p>Comment: The study was double-blinded</p><p>Quote: &quot;The intervention will remain blind to the research subjects and to the research team throughout the entire protocol. The transfusional medicine team and the persons in charge of the statistical analysis will not be blind regarding the assignment of the branch to which the patients have been randomized.&quot;</p><p>Quote: &quot;Since the plasma solution is slightly opaque, the container and IV line will be covered with a coloured sleeve to maintain the masking.&quot;</p>",Low risk,<p>Comment: An intention-to-treat analysis was performed on both groups (CP and placebo group).</p>,Low risk,"<p>Quote: &quot;Patients were clinically followed for a period of 30 days after enrollment. In case of earlier hospital discharge, a phone based follow up was scheduled in order to look up for clinical outcomes and adverse events until day 30, in compliance with current healthcare protection policies. Adverse events were registered and reported on an ongoing basis.&quot;</p><p>Quote: &quot;The researcher will evaluate each Adverse Event&quot;<br/>Comment: Researchers were blinded to the intervention. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,"<p>Comment: For this outcome &quot;Grade 3 and 4 adverse events&quot; in this study, there is a low risk of bias for all the domains. </p>"
1,8,Any grade adverse events,,SUBGROUP_AND_OVERALL,Van den Berg 2022,2022,0.0,0.0,0.0,0.0,23,52,0.0,0.0,17,51,0.0,0.0,4.444698,1.326923,0.809864,2.1741,,Low risk,"<p>Eligible and consenting participants were randomized (1:1) to receive either a single infusion of 200–250 mL CCP or 200 mL of placebo, together with local standard of care. Random assignment was stratified by study site, age (≥ or &lt; 65 years), and body mass index (BMI) (≥ or &lt; 30 kg/m2). An electronic randomisation application (REDCap) hosted by SANB, was used to generate the treatment allocation. To mask treatment allocation, investigational product (IP) was covered in opaque paper wrapping prior to dispatch from the blood bank. </p>",Low risk,"<p>Both participants and those delivering the intervention were probably not aware of intervention received, as treatment allocation was masked (plasma was covered in opaque paper wrapping) and there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for nearly all participants randomized (two participants withdrew consent and two were transferred to alternative facilities prior to transfusion) .</p>,Some concerns,"<p>There is no information whether the measurement of the outcome was appropriate and it could be that it differed between intervention groups. The outcome assessors were aware of the intervention received, and knowledge of intervention received could have affected outcome measurement, but it is unlikely.</p>",Some concerns,<p>The data that produced this result was not analysed in accordance with the predefined outcomes stated in the trial registry and the protocol was not available.</p>,Some concerns,<p>-</p>
1,9,Grades 1-2 adverse events,,SUBGROUP_AND_OVERALL,Sekine 2021,2021,0.0,0.0,0.0,0.0,52,79,0.0,0.0,48,81,0.0,0.0,100.0,1.110759,0.873294,1.412796,,Low risk,<p>Patients were randomly assigned in a 1:1 ratio to receive two infusions 48 h apart of 300mL of CP plus Standard of Care (SOC) or SOC alone. Randomisation was performed using computer-generated randomisation with random block sizes of 2 or 4 and stratified according to the unit of hospitalisation on enrolment.</p>,Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for nearly all participants randomized</p>,Some concerns,"<p>There is no information on whether the outcome measure was appropriate, but it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, so the assessment of the outcome could have been influenced by knowledge of intervention received, but it is unlikely. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Some concerns,<p>-</p>
1,10,Grades 3 and 4 adverse events,Individuals with moderate disease,SUBGROUP_AND_OVERALL,Agarwal 2020,2020,0.0,0.0,0.0,0.0,0,227,0.0,0.0,0,224,0.0,0.0,,,,,,Low risk,<p>The allocation sequence was random and concealed and there were no differences between intervention groups suggesting a problem with the randomization process.</p>,Some concerns,<p>Five participants in convalescent plasma arm and four in control arm did not receive the allocated intervention and this is probably a deviation from the intended intervention that arose because of the trial context. There is no information on whether the analysis was appropriate.</p>,Low risk,<p>Data for this outcome was available for 451 participants out of 464 participants randomized and the data of eight participants in the convalescent plasma arm and of five participants in the control arm were missing.</p>,Some concerns,"<p>There was no information on the method of measuring for this outcome, as the data was provided on request by the study investigator. The outcome assessors were aware of the intervention received and the knowledge of intervention received could have affected outcome measurement, but it is probably not likely. </p>",Low risk,"<p>There was no information on whether the data that produced this result was analysed in accordance with a pre-specified trial registration, as the data was provided on request by the study investigators.</p>",Some concerns,"<p>For the outcome &quot;Grade 3 and 4 adverse events&quot; , there is a low risk of bias arising from the randomization process and due to missing outcome data and in the in selection of the reported result. But, there are some concerns for bias due to deviations from intended interventions and in measurement of the outcome. </p>"
1,10,Grades 3 and 4 adverse events,Individuals with moderate disease,SUBGROUP_AND_OVERALL,AlQahtani 2021,2021,0.0,0.0,0.0,0.0,0,20,0.0,0.0,0,20,0.0,0.0,,,,,,Low risk,<p>Participants were block randomized by computer-generated random numbering in a 1:1 ratio to receive either convalescent plasma in addition to the standard therapy or standard of care alone and the allocation sequence was concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.. </p>",Low risk,<p>Data for this outcome was available for all 40 participants randomized.</p>,Some concerns,"<p>There is no information available on whether the method of measuring the outcome was appropriate or whether the measurement could have differed between groups , as the data was provided on request by the study investigator and for safety different measurements are possible. The outcome assessors were aware of the intervention received, which is why the knowledge of intervention received could have affected safety outcome assessments, but this is unlikely. </p>",Low risk,"<p>For this outcome, there was no information on whether the data that produced this result was analysed in accordance with the predefined protocol, as the data was provided on request by the study investigators. </p>",Some concerns,"<p>For the outcome &quot;Grade 3 and 4 adverse events&quot;, there is a low risk of bias arising from the randomization process, due to deviations from intended interventions, due to missing outcome data and in the in selection of the reported result. But, there are some concerns for bias in measurement of the outcome. </p>"
1,10,Grades 3 and 4 adverse events,Individuals with moderate disease,SUBGROUP_AND_OVERALL,Menichetti 2021,2021,0.0,0.0,0.0,0.0,12,241,0.0,0.0,4,246,0.0,0.0,2.995157,3.062241,1.001592,9.362409,This outlier has been double-checked.,Low risk,"<p>A stratified permuted block randomization procedure with a 1:1 ratio, with blocks of variable sizes and stratification for clinical sites, was generated by using Stata version 16.1 (StataCorp). Eligible patients underwent web-based treatment allocation through REDcap platform to receive either administration of COVID-19 CP in addition to standard therapy (ST) or ST alone. </p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>The data for this outcome was available for all participants randomized.</p>,Some concerns,"<p>There is not enough information whether the measurement of the outcome was appropriate. This is an open label trial and the outcome assessors were aware of the intervention allocation, so the assessment of the outcome could have been influenced by knowledge of intervention received, but it is unlikely. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Some concerns,<p>-</p>
1,10,Grades 3 and 4 adverse events,Individuals with moderate disease,SUBGROUP_AND_OVERALL,Simonovich 2020,2020,0.0,0.0,0.0,0.0,40,228,0.0,0.0,21,105,0.0,0.0,14.216391,0.877193,0.545568,1.410397,,Low risk,<p>Participants were randomised through a randomization program (REDCap) in a 2:1 ratio to receive either convalescent plasma or a placebo. The allocation sequence was random and concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,<p>Both participants and carers and people delivering the intervention were unaware of the assigned intervention received and the analysis was appropriate.</p>,Low risk,"<p>From the 334 participants randomized, data was available for 228 participants in the convalescent plasma group and 105 participants in the placebo group. The data of one participant in control group was missing, due to withdrawal of consent after randomisation and therefore the participant was excluded from the analysis.</p>",Low risk,<p>The outcome measurement is an appropriate measure and it is unlikely that the measurement differed between intervention groups. The outcome assessors were not aware of the intervention received. </p>,Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,"<p>For this outcome &quot;Grade 3 and 4 adverse events&quot;, there is a low risk of bias for all the domains. </p>"
1,10,Grades 3 and 4 adverse events,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Begin 2021,2021,0.0,0.0,0.0,0.0,260,614,0.0,0.0,109,307,0.0,0.0,49.229498,1.192661,0.999415,1.423272,,Low risk,"<p>Patients were randomised in a 2:1 ratio to receive convalescent plasma or standard of care using a secure, concealed, computer-generated, web-accessed randomization sequence (REDCap v11.0.1). Eligible patients were randomly assigned to receive either convalescent plasma or standard of care.</p>",Low risk,"<p>Participants and those delivering the intervention were aware of intervention received. The trial was terminated at 78% of planned enrollment after meeting stopping criteria for futility, according to protocol, so the interim analysis was no deviation from the protocol and the analysis was appropriate.</p>",Low risk,<p>Data were available for nearly all (921/938) participants. 17 Participants were lost to follow-up at day 30 (after discharge). </p>,Some concerns,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the interventions received, but external monitoring was performed at all sites to assess protocol adherence, reporting of adverse events and accuracy of data entry, so it is unlikely that the outcome assessment was influenced by the intervention knowledge.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Not applicable,
1,10,Grades 3 and 4 adverse events,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Sekine 2021,2021,0.0,0.0,0.0,0.0,50,79,0.0,0.0,44,81,0.0,0.0,33.558955,1.165132,0.897544,1.512499,,Low risk,<p>Patients were randomly assigned in a 1:1 ratio to receive two infusions 48 h apart of 300mL of CP plus Standard of Care (SOC) or SOC alone. Randomisation was performed using computer-generated randomisation with random block sizes of 2 or 4 and stratified according to the unit of hospitalisation on enrolment.</p>,Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for nearly all participants randomized</p>,Some concerns,"<p>There is no information on whether the outcome measure was appropriate, but it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, so the assessment of the outcome could have been influenced by knowledge of intervention received, but it is unlikely. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Some concerns,<p>-</p>
1,11,Serious adverse events,Individuals with moderate disease,SUBGROUP_AND_OVERALL,Simonovich 2020,2020,0.0,0.0,0.0,0.0,54,228,0.0,0.0,19,105,0.0,0.0,14.914525,1.308864,0.818927,2.091916,,Low risk,<p>Participants were randomised through a randomization program (REDCap) in a 2:1 ratio to receive either convalescent plasma or a placebo. The allocation sequence was random and concealed. There are no baseline differences that would suggest a problem with randomisation.</p>,Low risk,"<p>Comment: The study was double-blinded</p><p>Quote: &quot;The intervention will remain blind to the research subjects and to the research team throughout the entire protocol. The transfusional medicine team and the persons in charge of the statistical analysis will not be blind regarding the assignment of the branch to which the patients have been randomized.&quot;</p><p>Quote: &quot;Since the plasma solution is slightly opaque, the container and IV line will be covered with a coloured sleeve to maintain the masking.&quot;</p>",Low risk,<p>Comment: An intention-to-treat analysis was performed on both groups (CP and placebo group).</p>,Low risk,"<p>Quote: &quot;Patients were clinically followed for a period of 30 days after enrollment. In case of earlier hospital discharge, a phone based follow up was scheduled in order to look up for clinical outcomes and adverse events until day 30, in compliance with current healthcare protection policies. Adverse events were registered and reported on an ongoing basis.&quot;</p><p>Quote: &quot;The researcher will evaluate each Adverse Event&quot;<br/>Comment: Researchers were blinded to the intervention. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Low risk,"<p>Comment: For this outcome &quot;Serious adverse events&quot; in this study, there is a low risk of bias for all the domains. </p>"
1,11,Serious adverse events,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Bar 2021,2021,0.0,0.0,0.0,0.0,12,40,0.0,0.0,15,39,0.0,0.0,10.218532,0.78,0.420519,1.446785,,Some concerns,<p>Participants were assigned to treatment or control in a 1:1 ratio using randomization stratified on the use of remdesivir and mechanical ventilation at entry using block randomization with variable block size. There is no information on whether the allocation sequence was concealed. </p>,Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Some concerns,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, so the assessment of the outcome could have been influenced by knowledge of intervention received, but it is unlikely. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the statistical analysis plan (SAP).</p>,Some concerns,<p>-</p>
1,11,Serious adverse events,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Begin 2021,2021,0.0,0.0,0.0,0.0,205,614,0.0,0.0,81,307,0.0,0.0,29.240274,1.265432,1.017868,1.573209,,Low risk,"<p>Patients were randomised in a 2:1 ratio to receive convalescent plasma or standard of care using a secure, concealed, computer-generated, web-accessed randomization sequence (REDCap v11.0.1). Eligible patients were randomly assigned to receive either convalescent plasma or standard of care.</p>",Low risk,"<p>Participants and those delivering the intervention were aware of intervention received. The trial was terminated at 78% of planned enrollment after meeting stopping criteria for futility, according to protocol, so the interim analysis was no deviation from the protocol and the analysis was appropriate.</p>",Low risk,<p>Data were available for nearly all (921/938) participants. 17 Participants were lost to follow-up at day 30 (after discharge).</p>,Some concerns,"<p>The measurement of the outcome was appropriate and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the interventions received, but external monitoring was performed at all sites to assess protocol adherence, reporting of adverse events and accuracy of data entry, so it is unlikely that the outcome assessment was influenced by the intervention knowledge. </p>",Low risk,<p>The data that produced this result was analysed in accordance with the pre-specified analysis plan and the outcome was reported as planned in the protocol. </p>,Not applicable,
1,11,Serious adverse events,Individuals with moderate to severe disease,SUBGROUP_AND_OVERALL,Devos 2021,2021,0.0,0.0,0.0,0.0,66,320,0.0,0.0,34,163,0.0,0.0,19.607727,0.988787,0.684178,1.429014,,Low risk,"<p>Patients were randomised through a computerised system (RedCap®, Vanderbilt University, USA, Version 10.6.13) according to a 2:1 allocation scheme stratified by study site using randomly selected block sizes of 6 or 9, to open-label convalescent plasma combined with standard of care (intervention group) or standard of care alone (control group).</p>",Low risk,"<p>Both participants and those delivering the intervention were aware of intervention received, but there were no deviations from intended interventions and the analysis was appropriate.</p>",Low risk,<p>Data for this outcome was available for (nearly) all participants randomized</p>,Some concerns,"<p>The measurement of the outcome was appropriate, the serious adverse events are listed in the supplement and it is unlikely that it differed between intervention groups. The outcome assessors were aware of the intervention received, so the assessment could have been influenced by knowledge of intervention received, but it is unlikely.</p>",Low risk,<p>The data that produced this result was analysed in accordance with the predefined outcomes stated in the trial protocol.</p>,Some concerns,<p>Due to bias of measurement outcome</p>
